Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom
B150608,3/24/15,5/14/15,25000,FALSE,TRUE,3,2900 Block of Pacheco Street,94116,4,Sunset/Parkside,"(37.74976939429968, -122.49174457936047)"
B150702,4/1/15,7/16/15,34500,FALSE,TRUE,4,0 Block of Lippard Avenue,94131,8,Glen Park,"(37.734322866471985, -122.43562814252309)"
B150708,4/2/15,8/21/15,134500,FALSE,TRUE,4,2500 Block of Gough Street,94123,2,Marina,"(37.79672751502928, -122.42705480810254)"
B150709,4/2/15,8/21/15,89500,FALSE,TRUE,1,2500 Block of Gough Street,94123,2,Marina,"(37.79672751502928, -122.42705480810254)"
B150710,4/2/15,8/18/15,94500,FALSE,TRUE,2,2500 Block of Gough Street,94123,2,Marina,"(37.79672751502928, -122.42705480810254)"
B150843,4/15/15,6/29/15,15000,FALSE,TRUE,2,100 Block of Noe Street,94114,8,Castro/Upper Market,"(37.76625767774476, -122.43336268256967)"
B151044,4/29/15,6/8/16,22212.8,FALSE,TRUE,2,200 Block of Chestnut Street,94133,3,North Beach,"(37.80441024558558, -122.4075351837816)"
B150588,3/12/15,5/8/15,32000,FALSE,FALSE,4,1300 Block of Shotwell Street,94110,9,Bernal Heights,"(37.74778387215304, -122.41494548864773)"
B150590,3/16/15,3/18/15,6000,FALSE,FALSE,2,600 Block of Broderick Street,94117,5,Hayes Valley,"(37.77617011228797, -122.4398186971179)"
B170756,2/27/17,4/19/18,15715.06,FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B171407,6/1/17,9/19/17,27000,FALSE,FALSE,1,2500 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78978736224043, -122.43486105377728)"
B171785,7/12/17,12/5/17,46000,FALSE,FALSE,1,1300 Block of Utah Street,94110,10,Mission,"(37.752421188414196, -122.40533837831623)"
B172532,,10/5/17,17000,FALSE,FALSE,2,2800 Block of Fulton Street,94118,1,Inner Richmond,"(37.773881736770875, -122.46216273770965)"
B172533,10/6/17,10/6/17,20000,FALSE,FALSE,3,1400 Block of Baker Street,94115,5,Presidio Heights,"(37.78435307260086, -122.4431541086368)"
B173150,,9/25/17,24278.06,FALSE,FALSE,2,700 Block of Foerster Street,94127,7,West of Twin Peaks,"(37.73404478728647, -122.44881649035666)"
B180916,,3/23/18,20833.33,FALSE,FALSE,2,2800 Block of 16th Street,94103,9,Mission,"(37.76527108503434, -122.41694230808571)"
B151754,7/13/15,9/15/15,19650,FALSE,FALSE,2,2000 Block of 18th Avenue,94116,7,Inner Sunset,"(37.749621666391675, -122.47515081690084)"
B151755,,7/15/15,12500,FALSE,FALSE,2,1500 Block of Sacramento Street,94109,3,Nob Hill,"(37.79175927538888, -122.4183905004495)"
B151759,7/13/15,9/10/15,33000,FALSE,FALSE,5,3700 Block of San Bruno Avenue,94134,10,Visitacion Valley,"(37.71489138279832, -122.39979066615768)"
B151760,,7/13/15,36205,FALSE,FALSE,4,200 Block of Winfield Street,94110,9,Bernal Heights,"(37.74163357956177, -122.41912899616955)"
B151789,7/14/15,11/30/15,80000,FALSE,TRUE,4,3500 Block of 24th Street,94110,8,Mission,"(37.752063998834316, -122.42224208187952)"
B151889,7/15/15,1/13/17,40175.63,FALSE,FALSE,2,1800 Block of 15th Street,94103,8,Mission,"(37.76643206805281, -122.42473437672952)"
B151891,7/15/15,10/19/15,42000,FALSE,FALSE,3,1200 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.76436014145552, -122.48047205453335)"
B151895,,7/16/15,25874,FALSE,TRUE,4,1500 Block of Baker Street,94115,2,Presidio Heights,"(37.785283958956015, -122.44334475586244)"
B151896,,7/16/15,75329,FALSE,TRUE,1,200 Block of San Carlos Street,94110,9,Mission,"(37.75938329305787, -122.41997716515007)"
B151897,7/16/15,7/28/15,150000,FALSE,FALSE,2,0 Block of Cumberland Street,94110,8,Mission,"(37.759042049984146, -122.4247229313483)"
B151902,7/17/15,2/5/16,50361.14,FALSE,FALSE,2,300 Block of Capp Street,94110,9,Mission,"(37.761097151561124, -122.41826370590525)"
B151903,7/20/15,9/8/15,1750,FALSE,FALSE,1,100 Block of Rolph Street,94112,11,Excelsior,"(37.71444036223623, -122.43876689277697)"
B151904,7/21/15,9/23/15,27517,FALSE,FALSE,3,2700 Block of Diamond Street,94131,8,Glen Park,"(37.73478615266622, -122.4338504823844)"
B151905,,7/21/15,11500,FALSE,FALSE,1,400 Block of Warren Drive,94131,7,Inner Sunset,"(37.75797638858377, -122.46201174677903)"
B151906,7/21/15,9/24/15,7500,FALSE,TRUE,1,3600 Block of 19th Street,94110,8,Mission,"(37.759806799846345, -122.42538649752721)"
B151907,7/21/15,11/20/15,45068.8,FALSE,FALSE,2,100 Block of 26th Avenue,94121,2,Seacliff,"(37.78663300121139, -122.4862122761523)"
B151911,7/24/15,10/16/15,20000,FALSE,FALSE,1,1600 Block of Beach Street,94123,2,Marina,"(37.80458525945776, -122.43625655309144)"
B151965,7/24/15,7/24/15,2000,FALSE,FALSE,2,0 Block of Emery Lane,94133,3,Chinatown,"(37.79871399523795, -122.40961833112769)"
B151967,7/24/15,10/14/15,29500,FALSE,FALSE,2,200 Block of Diamond Street,94114,8,Castro/Upper Market,"(37.758352949646834, -122.43703143877215)"
B151968,7/24/15,10/28/15,48000,FALSE,FALSE,2,1300 Block of 12th Avenue,94122,5,Inner Sunset,"(37.76296198345771, -122.46952597496633)"
B151971,7/27/15,9/24/15,5657.5,FALSE,FALSE,2,2900 Block of Washington Street,94115,2,Pacific Heights,"(37.79059324910472, -122.44180823284329)"
B151974,,7/27/15,30000,FALSE,FALSE,2,0 Block of Eagle Street,94114,8,Castro/Upper Market,"(37.75826554094594, -122.44289752997673)"
B151979,7/29/15,7/29/15,2300,FALSE,FALSE,1,600 Block of Thornton Avenue,94124,10,Bayview Hunters Point,"(37.731420544259564, -122.40073402621869)"
B151981,7/29/15,8/19/15,5000,FALSE,TRUE,1,3200 Block of Market Street,94114,8,Castro/Upper Market,"(37.75857564451663, -122.44474067311377)"
B151982,,7/29/15,30000,FALSE,TRUE,2,900 Block of Ashbury Street,94117,8,Haight Ashbury,"(37.764691603087904, -122.44579025094643)"
B151983,7/30/15,10/1/15,24375.5,FALSE,TRUE,1,800 Block of Arguello Boulevard,94118,1,Inner Richmond,"(37.77477132773353, -122.458472280276)"
B151985,7/31/15,9/25/15,29000,FALSE,TRUE,2,700 Block of Madrid Street,94112,11,Excelsior,"(37.71770219824621, -122.43568459149796)"
B151998,7/31/15,9/25/15,17000,FALSE,FALSE,2,700 Block of Madrid Street,94112,11,Excelsior,"(37.71770219824621, -122.43568459149796)"
B152070,,8/6/15,33298.59,FALSE,FALSE,1,3000 Block of Fillmore Street,94123,2,Marina,"(37.79754636378409, -122.4356523670703)"
B152073,,8/7/15,50000,FALSE,TRUE,4,0 Block of San Jose Avenue,94110,8,Mission,"(37.7540652772746, -122.42156631950026)"
B152074,,8/7/15,,TRUE,FALSE,2,2100 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79392640964233, -122.43063726269709)"
B152076,8/7/15,8/7/15,14000,FALSE,TRUE,1,300 Block of Steiner Street,94117,5,Haight Ashbury,"(37.772354580319806, -122.43225453261279)"
B152077,,8/7/15,4000,FALSE,FALSE,2,0 Block of Terra Vista Avenue,94115,2,Lone Mountain/USF,"(37.781489938649614, -122.44332591488954)"
B152078,8/7/15,11/10/15,20000,FALSE,TRUE,1,200 Block of San Jose Avenue,94110,8,Mission,"(37.751243964324054, -122.42158533426783)"
B152079,,8/7/15,51325,FALSE,FALSE,3,1900 Block of 15th Street,94114,8,Castro/Upper Market,"(37.76621688938634, -122.42829350397984)"
B152250,8/10/15,10/8/15,20354,FALSE,FALSE,2,900 Block of Judah Street,94122,7,Inner Sunset,"(37.761819307435914, -122.47209111524754)"
B152253,,8/11/15,25000,FALSE,FALSE,1,500 Block of Leavenworth Street,94109,6,Tenderloin,"(37.78605984533389, -122.41464359258737)"
B152255,,8/12/15,40000,FALSE,FALSE,2,1200 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.76313010135089, -122.5083340497671)"
B152256,,8/13/15,20000,FALSE,FALSE,2,1600 Block of Florida Street,94110,9,Bernal Heights,"(37.747182013494644, -122.40922847577349)"
B152258,8/14/15,10/28/15,62000,FALSE,FALSE,2,2200 Block of 15th  Street,94114,8,Castro/Upper Market,"(37.765739788651025, -122.43435845409579)"
B152261,,8/14/15,35000,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B152262,8/17/15,8/21/15,40000,FALSE,FALSE,1,1800 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.753163589675424, -122.47969146959726)"
B152264,8/18/15,11/17/15,69500,FALSE,FALSE,1,2600 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78957969197858, -122.43650679463065)"
B152265,8/19/15,11/24/15,105733.32,FALSE,FALSE,4,1100 Block of Shotwell Street,94110,9,Mission,"(37.750041587611385, -122.41486881281793)"
B152268,8/20/15,8/20/15,5000,FALSE,FALSE,1,1700 Block of 26th Avenue,94122,4,Sunset/Parkside,"(37.754840507540635, -122.48410812748497)"
B152269,9/10/15,4/6/16,55000,FALSE,TRUE,2,200 Block of 16th Avenue,94118,1,Outer Richmond,"(37.7833915208137, -122.47523408403816)"
B152272,8/21/15,12/1/15,75690,FALSE,FALSE,1,2600 Block of Mission Street,94110,9,Mission,"(37.754640937473326, -122.41860177973655)"
B152274,8/24/15,12/1/15,30000,FALSE,TRUE,1,600 Block of Capp Street,94110,9,Mission,"(37.75630587543189, -122.41766646371849)"
B152279,,8/26/15,40000,FALSE,FALSE,2,3700 Block of 16th Street,94114,8,Castro/Upper Market,"(37.76374742344235, -122.43687116790363)"
B152280,8/27/15,2/9/16,8950,FALSE,FALSE,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)"
B152282,9/1/15,12/22/15,89518.33,FALSE,FALSE,4,900 Block of Valencia Street,94110,9,Mission,"(37.75730586479415, -122.42108671824279)"
B152313,8/27/15,10/2/15,25700,FALSE,FALSE,2,100 Block of Frederick Street,94117,5,Haight Ashbury,"(37.767428765432186, -122.4451490291568)"
B152317,8/28/15,11/25/15,20000,FALSE,FALSE,2,1900 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77549494919872, -122.4484478812997)"
B152318,8/28/15,10/21/15,5551,FALSE,FALSE,1,3000 Block of Balboa Street,94121,1,Outer Richmond,"(37.775929598182074, -122.4914189988718)"
B152418,,9/1/15,8500,FALSE,FALSE,2,2900 Block of Mission Street,94110,9,Mission,"(37.74984462224995, -122.41814258315732)"
B152467,9/4/15,10/27/15,45600,FALSE,FALSE,2,700 Block of 44th Avenue,94121,1,Outer Richmond,"(37.77444199494226, -122.50467922330539)"
B152469,,9/8/15,100000,FALSE,FALSE,1,1900 Block of Union Street,94123,2,Marina,"(37.797609946692354, -122.43183185795029)"
B152471,,9/8/15,48500,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B152474,9/14/15,11/19/15,5000,FALSE,FALSE,1,0 Block of Adair Street,94103,9,Mission,"(37.76577395438407, -122.41809321583075)"
B152475,,9/14/15,48400,FALSE,FALSE,1,3800 Block of Cesar Chavez Street,94131,8,Noe Valley,"(37.747817860684926, -122.42591200887777)"
B152476,9/11/15,9/11/15,6083.76,FALSE,TRUE,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)"
B152516,9/15/15,2/9/16,10500,FALSE,FALSE,1,200 Block of Waller Street,94102,5,Hayes Valley,"(37.771433759863136, -122.42778087982185)"
B152522,,9/8/15,48500,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B152523,9/17/15,12/28/15,40082.7,FALSE,FALSE,1,300 Block of Lexington Street,94110,9,Mission,"(37.7577514035796, -122.42035364524841)"
B152524,9/17/15,11/30/15,80000,FALSE,FALSE,4,1000 Block of Church Street,94114,8,Noe Valley,"(37.75409012604226, -122.42772837727907)"
B152526,9/18/15,11/25/15,32500,FALSE,TRUE,5,100 Block of Raymond Avenue,94134,10,Visitacion Valley,"(37.712974703616034, -122.40610330887785)"
B152551,9/21/15,11/23/15,40000,FALSE,FALSE,2,500 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77738322770273, -122.48124465192733)"
B152554,9/21/15,10/2/15,32000,FALSE,FALSE,3,100 Block of Clearfield Drive,94132,7,Sunset/Parkside,"(37.731359950219726, -122.49132183967028)"
B152584,9/24/15,2/23/16,30000,FALSE,TRUE,2,300 Block of South Van Ness Avenue,94103,9,Mission,"(37.76760951442361, -122.41765482004834)"
B152626,9/25/15,2/27/17,49258.67,FALSE,FALSE,1,700 Block of 20th Avenue,94121,1,Outer Richmond,"(37.77375097634216, -122.47883523859728)"
B152705,9/29/15,11/2/15,22000,FALSE,FALSE,1,600 Block of 24th Avenue,94121,1,Outer Richmond,"(37.77728581530453, -122.48338867095056)"
B152706,9/29/15,8/2/16,110000,FALSE,FALSE,2,200 Block of 6th Avenue,94118,1,Inner Richmond,"(37.78386886898697, -122.46441909632334)"
B152707,9/29/15,9/29/15,14600,FALSE,FALSE,2,1900 Block of Broadway Street,94109,2,Pacific Heights,"(37.79505450084557, -122.42917791237055)"
B152708,,9/16/15,10000,FALSE,FALSE,1,200 Block of 27th Avenue,94121,2,Outer Richmond,"(37.784720301283905, -122.48714944492481)"
B152709,,9/28/15,27173.37,FALSE,FALSE,2,2400 Block of Buchanan Street,94115,2,Pacific Heights,"(37.792440182071644, -122.43124587856903)"
B152710,,9/28/15,9500,FALSE,FALSE,2,2400 Block of Buchanan Street,94115,2,Pacific Heights,"(37.792440182071644, -122.43124587856903)"
B152721,,10/5/15,135000,FALSE,FALSE,2,2000 Block of Pine Street,94115,5,Pacific Heights,"(37.78852692865964, -122.42954495256711)"
B152729,10/6/15,1/13/16,20000,FALSE,TRUE,1,100 Block of Stillings Avenue,94131,7,West of Twin Peaks,"(37.734615861265326, -122.44365434556993)"
B152756,10/6/15,1/13/16,20000,FALSE,TRUE,1,100 Block of Stillings Avenue,94131,7,West of Twin Peaks,"(37.734615861265326, -122.44365434556993)"
B152757,10/6/15,1/7/16,26500,FALSE,FALSE,1,2800 Block of Green Street,94123,2,Marina,"(37.79485643360687, -122.44598662759168)"
B152761,10/7/15,3/1/16,100000,FALSE,FALSE,1,300 Block of Douglass Street,94114,8,Twin Peaks,"(37.757631466137724, -122.43912270490682)"
B152762,10/6/15,10/6/15,40000,FALSE,TRUE,1,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.740784648249466, -122.50569443103865)"
B152767,10/8/15,12/18/15,38200,FALSE,FALSE,1,3500 Block of 19th Street,94110,8,Mission,"(37.76002135916768, -122.42183647997781)"
B152798,10/9/15,9/26/16,100000,FALSE,TRUE,2,1400 Block of Potrero Avenue,94110,10,Mission,"(37.75048161037385, -122.40574039755589)"
B152841,10/13/15,10/11/16,75000,FALSE,FALSE,2,1400 Block of 16th Avenue,94122,7,Inner Sunset,"(37.76090523181013, -122.47378667010966)"
B152842,,10/13/15,31250,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B152843,,10/13/15,31250,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B152844,10/14/15,3/23/16,67500,FALSE,FALSE,3,0 Block of Talbert Street,94134,10,Visitacion Valley,"(37.71121352466791, -122.4060594531769)"
B152847,,10/14/15,29500,FALSE,FALSE,1,2400 Block of Buchanan Street,94115,2,Pacific Heights,"(37.792440182071644, -122.43124587856903)"
B152848,10/15/15,2/18/16,59570.42,FALSE,FALSE,1,3100 Block of Mission Street,94110,9,Bernal Heights,"(37.74650403829914, -122.41937471984073)"
B152849,10/15/15,12/23/15,20000,FALSE,FALSE,2,2900 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79224704319045, -122.44384135074222)"
B152850,10/15/15,1/4/16,35000,FALSE,FALSE,2,0 Block of Alpine Terrace,94117,8,Haight Ashbury,"(37.76963760008128, -122.43761117690401)"
B152890,10/19/15,12/15/15,20000,FALSE,TRUE,2,1300 Block of Union Street,94109,2,Russian Hill,"(37.79892055527761, -122.42152382647151)"
B152895,10/20/15,2/9/16,36000,FALSE,FALSE,2,3900 Block of Quintara Street,94116,4,Sunset/Parkside,"(37.74720556327801, -122.50742320184986)"
B152896,10/20/15,2/9/16,35000,FALSE,FALSE,1,3900 Block of Quintara Street,94116,4,Sunset/Parkside,"(37.74720556327801, -122.50742320184986)"
B152898,10/20/15,2/1/16,60000,FALSE,FALSE,1,1100 Block of De Haro Street,94107,10,Potrero Hill,"(37.75591088577174, -122.40067862727109)"
B152899,10/21/15,1/8/16,61750,FALSE,FALSE,1,100 Block of Noe Street,94114,8,Castro/Upper Market,"(37.767057655689186, -122.43343907567767)"
B152901,10/21/15,3/1/16,30000,FALSE,FALSE,1,600 Block of 9th  Avenue,94118,1,Inner Richmond,"(37.77615847350511, -122.46708425977889)"
B152902,10/22/15,12/28/15,27000,FALSE,TRUE,4,1200 Block of 38th Avenue,94122,4,Sunset/Parkside,"(37.763601325316024, -122.49761916455316)"
B152904,10/22/15,10/22/15,45000,FALSE,TRUE,3,2200 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.7447118012317, -122.50167160695871)"
B152949,10/23/15,12/15/15,8586,FALSE,FALSE,1,1000 Block of Eddy Street,94109,5,Western Addition,"(37.782321233948245, -122.42576330336104)"
B152950,10/26/15,11/5/15,5000,FALSE,TRUE,1,2400 Block of 46th Avenue,94116,4,Sunset/Parkside,"(37.74083869609244, -122.50448602912769)"
B152952,,10/26/15,12500,FALSE,FALSE,1,0 Block of Glover Street,94109,3,Nob Hill,"(37.79712668725306, -122.41610220019291)"
B152987,10/27/15,1/12/16,48500,FALSE,TRUE,2,200 Block of Jersey Street,94114,8,Noe Valley,"(37.75064041782624, -122.43068003170856)"
B152988,10/27/15,2/22/16,10000,FALSE,FALSE,2,200 Block of Jersey Street,94114,8,Noe Valley,"(37.75064041782624, -122.43068003170856)"
B152993,10/28/15,1/22/16,50000,FALSE,FALSE,2,3200 Block of Gough Street,94123,2,Marina,"(37.803250180941724, -122.4283736359348)"
B152997,10/29/15,12/18/15,8000,FALSE,FALSE,2,900 Block of Pine Street,94108,3,Nob Hill,"(37.79069876866787, -122.41162121028755)"
B152998,10/29/15,12/18/15,7000,FALSE,FALSE,2,0 Block of Harrington Street,94112,11,Outer Mission,"(37.72556992232176, -122.43538508558287)"
B152999,10/29/15,1/4/16,25000,FALSE,TRUE,2,2100 Block of 17th Avenue,94116,7,West of Twin Peaks,"(37.74780982064199, -122.47381181521115)"
B153000,10/29/15,1/19/16,40000,FALSE,FALSE,1,500 Block of London Street,94112,11,Excelsior,"(37.72045774558472, -122.43703098813621)"
B153001,10/30/15,4/20/16,86940,FALSE,FALSE,1,0 Block of Museum Way,94114,8,Castro/Upper Market,"(37.764517414665896, -122.44021951371262)"
B153002,,10/26/15,76981.35,FALSE,FALSE,5,500 Block of Waller Street,94117,5,Haight Ashbury,"(37.770966902604584, -122.43232175473622)"
B153003,,10/26/15,88292.5,FALSE,FALSE,4,500 Block of Waller Street,94117,5,Haight Ashbury,"(37.770966902604584, -122.43232175473622)"
B153005,11/2/15,12/24/15,8000,FALSE,FALSE,1,500 Block of 21st Avenue,94121,1,Outer Richmond,"(37.77742559954121, -122.4803119947042)"
B153008,10/19/15,7/8/16,99000,FALSE,FALSE,1,2100 Block of Taylor Street,94133,3,Russian Hill,"(37.80214615138959, -122.41465511963627)"
B153010,,11/2/15,48500,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B153059,11/3/15,3/11/16,20000,FALSE,FALSE,2,600 Block of Vienna Street,94112,11,Excelsior,"(37.71810995738932, -122.43211001439875)"
B153060,11/3/15,12/4/17,30000,FALSE,FALSE,2,600 Block of Vienna Street,94112,11,Excelsior,"(37.71810995738932, -122.43211001439875)"
B153062,11/3/15,11/8/16,50000,FALSE,FALSE,6,1400 Block of 15th Avenue,94122,7,Inner Sunset,"(37.760952026466626, -122.47252455676032)"
B153063,11/4/15,12/29/15,60000,FALSE,FALSE,1,100 Block of Alpine Terrace,94117,8,Castro/Upper Market,"(37.76813267409764, -122.4374543731285)"
B153068,11/5/15,2/3/16,29500,FALSE,FALSE,6,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.740784648249466, -122.50569443103865)"
B153072,11/6/15,2/1/16,25000,FALSE,TRUE,1,500 Block of Hill Street,94114,8,Noe Valley,"(37.75541055251574, -122.43336700692961)"
B153121,,11/9/15,5000,FALSE,FALSE,1,2300 Block of Ofarrell Street,94115,2,Lone Mountain/USF,"(37.78192058877591, -122.4426985467415)"
B153122,,11/9/15,80000,FALSE,TRUE,1,400 Block of 35th Avenue,94121,1,Outer Richmond,"(37.78055577895431, -122.49558949422929)"
B153123,12/15/15,5/17/16,47000,FALSE,TRUE,5,400 Block of Naples Street,94112,11,Excelsior,"(37.72165522871114, -122.430674546552)"
B153124,,11/10/15,12606.13,FALSE,FALSE,1,1400 Block of Newcomb Avenue,94124,10,Bayview Hunters Point,"(37.733592415360896, -122.38701801789368)"
B153127,11/12/15,4/1/16,50000,FALSE,TRUE,4,0 Block of Marion Place,94133,3,Russian Hill,"(37.79991186295708, -122.41531892999261)"
B153128,11/12/15,1/5/16,20000,FALSE,FALSE,2,300 Block of Harkness Avenue,94134,10,Visitacion Valley,"(37.71764889414259, -122.40416341290003)"
B153129,11/12/15,2/19/16,35000,FALSE,FALSE,1,700 Block of Fillmore Street,94117,5,Hayes Valley,"(37.776288363317796, -122.4313598537381)"
B153133,11/12/15,12/7/15,5000,FALSE,FALSE,1,1800 Block of Sacramento Street,94109,2,Pacific Heights,"(37.79113085362188, -122.42332734432071)"
B153134,,11/12/15,28000,FALSE,TRUE,1,700 Block of Tennessee Street,94107,10,Potrero Hill,"(37.762344115223044, -122.38973925275184)"
B153135,,11/12/15,48500,FALSE,FALSE,1,1000 Block of Pierce Street,94115,5,Western Addition,"(37.7793814653525, -122.43535759867835)"
B153174,11/16/15,3/28/16,55000,FALSE,FALSE,2,64396400 Block of California Street,94121,1,Outer Richmond,"(37.783754616521065, -122.48661576974355)"
B153179,11/17/15,3/14/16,5500,FALSE,FALSE,1,1500 Block of 33rd Avenue,94122,4,Sunset/Parkside,"(37.75823493309249, -122.4918709473526)"
B153180,11/17/15,5/17/16,27093.75,FALSE,FALSE,1,1000 Block of Natoma Street,94103,6,Mission,"(37.772605880233606, -122.41701596483661)"
B153182,11/16/15,8/16/17,28239.41,FALSE,FALSE,3,1600 Block of Geneva Avenue,94134,11,Excelsior,"(37.711581641563825, -122.42796564523222)"
B153246,11/19/15,1/19/16,24000,FALSE,FALSE,2,800 Block of Rutland Street,94134,10,Visitacion Valley,"(37.71200200162132, -122.40760797613721)"
B153247,11/19/15,2/1/16,26385.96,FALSE,TRUE,1,1000 Block of Montgomery Street,94133,3,North Beach,"(37.798706214268826, -122.40388971232298)"
B153248,11/20/15,5/4/17,17201,FALSE,FALSE,1,700 Block of 12th Avenue,94118,1,Inner Richmond,"(37.7741398847333, -122.4702993802904)"
B153252,11/20/15,6/3/16,16812.53,FALSE,FALSE,1,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)"
B153253,11/20/15,6/3/16,40419.02,FALSE,FALSE,4,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)"
B153254,11/20/15,6/3/16,40408.96,FALSE,FALSE,2,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)"
B153255,11/20/15,11/18/16,23578.52,FALSE,FALSE,2,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)"
B153257,11/20/15,6/3/16,40396.19,FALSE,FALSE,2,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)"
B153260,11/20/15,8/11/16,15000,FALSE,FALSE,2,800 Block of Waller Street,94117,5,Haight Ashbury,"(37.770224287914075, -122.43817016249226)"
B153261,11/20/15,11/20/15,29000,FALSE,TRUE,1,300 Block of Monticello Street,94132,11,Oceanview/Merced/Ingleside,"(37.72064235584837, -122.47069636993143)"
B153302,11/25/15,9/29/16,17500,FALSE,TRUE,2,1100 Block of California Street,94108,3,Nob Hill,"(37.79146755283151, -122.4132730800761)"
B153303,11/24/15,11/15/17,2850,FALSE,TRUE,2,0 Block of Carmelita Street,94117,8,Haight Ashbury,"(37.77023942445941, -122.4342527692236)"
B153304,11/24/15,2/9/16,60000,FALSE,TRUE,2,100 Block of Danvers Street,94114,8,Castro/Upper Market,"(37.75994781323042, -122.44327260022604)"
B153307,11/30/15,12/30/15,34500,FALSE,FALSE,1,100 Block of Guerrero Street,94103,8,Mission,"(37.76856155921757, -122.42458408622828)"
B153314,11/25/15,3/2/16,30000,FALSE,TRUE,3,0 Block of Neptune Street,94124,10,Bayview Hunters Point,"(37.730601911000484, -122.39694875567591)"
B153317,,11/30/15,55000,FALSE,FALSE,2,2000 Block of Powell Street,94133,3,North Beach,"(37.80348977593506, -122.41155318974742)"
B153321,12/1/15,11/13/17,80985.54,FALSE,TRUE,1,1600 Block of Green Street,94123,2,Marina,"(37.79725002244171, -122.42624761880306)"
B153322,12/1/15,2/23/18,20000,FALSE,FALSE,2,1600 Block of Green Street,94123,2,Marina,"(37.79725002244171, -122.42624761880306)"
B153324,12/1/15,1/27/16,5000,FALSE,FALSE,2,900 Block of Hyde Street,94109,3,Nob Hill,"(37.78956900563585, -122.4171791876578)"
B153379,12/3/15,1/28/16,23283.42,FALSE,FALSE,2,0 Block of Corwin Street,94114,8,Twin Peaks,"(37.75716290969123, -122.43961300388543)"
B153381,12/4/15,1/26/16,2750,FALSE,FALSE,1,1800 Block of 27th Avenue,94122,4,Sunset/Parkside,"(37.75292744232603, -122.48504884248662)"
B153382,,12/2/15,41979.86,FALSE,TRUE,1,200 Block of Corbett Avenue,94114,8,Castro/Upper Market,"(37.761444422017114, -122.44339999423417)"
B153383,12/3/15,1/19/16,12500,FALSE,FALSE,2,300 Block of Tara Street,94112,11,Oceanview/Merced/Ingleside,"(37.71868231573405, -122.45013724486643)"
B153384,12/8/15,7/20/16,150000,FALSE,FALSE,2,100 Block of 7th Avenue,94118,1,Inner Richmond,"(37.78573679084438, -122.46576541970593)"
B153385,12/8/15,3/22/16,32000,FALSE,FALSE,1,1300 Block of 29th Avenue,94122,4,Sunset/Parkside,"(37.76215611673067, -122.48784251507641)"
B153386,12/8/15,2/16/16,16560,FALSE,FALSE,5,1200 Block of Brussels Street,94134,10,Visitacion Valley,"(37.71689854125265, -122.40141886545537)"
B153387,12/8/15,12/8/15,16560,FALSE,FALSE,5,1200 Block of Brussels Street,94134,10,Visitacion Valley,"(37.71689854125265, -122.40141886545537)"
B153390,12/9/15,4/15/16,46875.5,FALSE,TRUE,1,400 Block of 3rd Avenue,94118,1,Inner Richmond,"(37.78019449603071, -122.46106615005418)"
B153392,12/10/15,2/29/16,75000,FALSE,FALSE,6,900 Block of Dolores Street,94110,8,Mission,"(37.75423784940128, -122.42523826213522)"
