Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom
B170184,2/1/17,4/17/17,47484,FALSE,FALSE,4,1400 Block of Hayes Street,94117,5,Hayes Valley,"(37.7747270865491, -122.44029934899443)"
B170186,2/1/17,5/17/17,80000,FALSE,FALSE,4,1400 Block of Grove Street,94117,5,Hayes Valley,"(37.77566337725263, -122.44048922536118)"
B170187,2/1/17,7/25/17,100383.6,FALSE,FALSE,4,1400 Block of Grove Street,94117,5,Hayes Valley,"(37.77566337725263, -122.44048922536118)"
B170231,2/2/17,4/5/17,5310,FALSE,FALSE,1,1500 Block of 43rd Avenue,94122,4,Sunset/Parkside,"(37.757770434908814, -122.5024470132012)"
B170238,2/6/17,2/17/17,12000,FALSE,FALSE,2,2600 Block of Phelps Street,94124,10,Bayview Hunters Point,"(37.72892974515421, -122.4011706893561)"
B170244,,2/6/17,12500,FALSE,FALSE,1,2200 Block of Sutter Street,94115,5,Japantown,"(37.78550932215038, -122.43737095413279)"
B170245,2/7/17,3/30/17,,TRUE,FALSE,1,1000 Block of Ingerson Avenue,94124,10,Bayview Hunters Point,"(37.71968912871711, -122.39387658937704)"
B170246,2/7/17,4/12/17,9960,FALSE,FALSE,2,700 Block of Athens Street,94112,11,Excelsior,"(37.716171560796376, -122.43248196399296)"
B170247,2/8/17,6/19/17,35000,FALSE,FALSE,2,0 Block of Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,"(37.71145766388366, -122.46836569589938)"
B170251,2/9/17,6/19/17,65000,FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)"
B170252,2/9/17,6/19/17,65000,FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)"
B170253,2/9/17,6/19/17,81435.08,FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)"
B170254,2/9/17,6/19/17,65000,FALSE,FALSE,2,600 Block of Castro Street,94114,8,Castro/Upper Market,"(37.758483623128704, -122.43484461037079)"
B170256,2/9/17,9/25/17,10476.7,FALSE,TRUE,1,400 Block of Laidley Street,94131,8,Glen Park,"(37.73646169508339, -122.4301139352919)"
B170257,2/9/17,4/28/17,20000,FALSE,FALSE,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.74217401969683, -122.4261711580629)"
B170319,2/10/17,4/10/17,8000,FALSE,FALSE,2,1700 Block of Vallejo Street,94123,2,Pacific Heights,"(37.796322545940704, -122.42606034408674)"
B170322,2/13/17,5/3/17,30000,FALSE,FALSE,1,500 Block of Oak Street,94102,5,Hayes Valley,"(37.774339185796045, -122.42837330301447)"
B170330,2/15/17,5/30/17,50639.36,FALSE,FALSE,5,2000 Block of 31st Avenue,94116,4,Sunset/Parkside,"(37.74901343277944, -122.48893236320124)"
B170333,2/15/17,6/12/17,59500,FALSE,FALSE,2,6400 Block of California Street,94121,1,Outer Richmond,"(37.783754616521065, -122.48661576974355)"
B170335,2/16/17,5/9/17,41380,FALSE,TRUE,2,700 Block of Cole Street,94117,5,Haight Ashbury,"(37.76813749459181, -122.45035983368199)"
B170339,2/16/17,4/9/18,23788.4,FALSE,FALSE,2,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)"
B170340,2/16/17,8/16/17,7786.03,FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)"
B170341,2/16/17,9/5/17,20953.4,FALSE,TRUE,2,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)"
B170343,2/17/17,4/19/17,28000,FALSE,FALSE,2,0 Block of Lee Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.71910631348553, -122.45401979515046)"
B170350,2/21/17,6/20/17,41306.13,FALSE,TRUE,1,2800 Block of Sacramento Street,94115,2,Pacific Heights,"(37.78904760859322, -122.43978096945591)"
B170419,,2/21/17,40000,FALSE,FALSE,2,1600 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.755664479278025, -122.50780835154737)"
B170420,2/22/17,5/17/17,2500,FALSE,FALSE,2,1200 Block of Taylor Street,94108,3,Nob Hill,"(37.79388530616028, -122.41285182744481)"
B170429,2/24/17,3/6/17,,TRUE,FALSE,1,1200 Block of 22nd Avenue,94122,4,Sunset/Parkside,"(37.76436014145552, -122.48047205453335)"
B170431,2/24/17,5/30/17,57246.57,FALSE,FALSE,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.77513657439707, -122.44375821041992)"
B170433,,2/16/17,96785,FALSE,TRUE,2,3900 Block of 26th Street,94131,8,Noe Valley,"(37.748483821873776, -122.42823984811396)"
B170436,2/27/17,4/21/17,4500,FALSE,FALSE,2,600 Block of 33rd Avenue,94121,1,Outer Richmond,"(37.776839383036275, -122.49317511138476)"
B170444,2/27/17,4/12/17,2450,FALSE,TRUE,1,0 Block of Nordhoff Street,94131,8,West of Twin Peaks,"(37.733792512586334, -122.44096830509041)"
B170530,2/27/17,6/27/17,7194,FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)"
B170532,2/27/17,6/12/17,14000.01,FALSE,FALSE,1,2300 Block of Pacific Avenue,94115,2,Pacific Heights,"(37.79350664976406, -122.43392204777157)"
B170533,3/2/17,8/18/17,3000,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170534,3/2/17,8/18/17,4200,FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170535,3/2/17,4/25/17,21000,FALSE,FALSE,2,300 Block of Laguna Street,94102,5,Hayes Valley,"(37.77437423837095, -122.42577308026931)"
B170536,3/2/17,8/18/17,3000,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170537,3/2/17,8/18/17,3000,FALSE,FALSE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170539,3/2/17,6/28/17,27333.33,FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170540,3/2/17,6/28/17,27333.33,FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170541,3/2/17,6/28/17,27333.33,FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170542,3/2/17,6/28/17,27333.33,FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170543,3/2/17,6/28/17,27333.33,FALSE,FALSE,2,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170544,3/2/17,6/28/17,27333.35,FALSE,FALSE,1,300 Block of 5th Avenue,94118,1,Inner Richmond,"(37.78203285542947, -122.46321151002715)"
B170549,3/3/17,9/20/17,45000,FALSE,FALSE,2,2700 Block of 41st Avenue,94116,4,Sunset/Parkside,"(37.73546742979991, -122.49887145157734)"
B170550,3/3/17,5/31/17,14500,FALSE,FALSE,1,2900 Block of Gough Street,94123,2,Marina,"(37.800450700301035, -122.42766682238968)"
B170554,3/6/17,5/31/17,17500,FALSE,FALSE,2,500 Block of Chestnut Street,94133,3,North Beach,"(37.80383105103889, -122.41220519433145)"
B170555,3/7/17,6/5/17,50000,FALSE,FALSE,1,100 Block of Edinburgh Street,94112,11,Excelsior,"(37.726650816834024, -122.42783296515827)"
B170615,3/8/17,5/2/17,18500,FALSE,FALSE,1,0 Block of Hopkins Avenue,94131,8,Twin Peaks,"(37.75298974945558, -122.44416699016192)"
B170616,3/8/17,8/21/17,106440,FALSE,FALSE,1,3400 Block of 16th Street,94114,8,Castro/Upper Market,"(37.764451394417634, -122.43050530931589)"
B170620,,3/9/17,,TRUE,FALSE,1,0 Block of Hearst Avenue,94131,7,West of Twin Peaks,"(37.73079038041245, -122.4392155610882)"
B170621,3/9/17,8/28/17,21000,FALSE,TRUE,1,1900 Block of Sloat Boulevard,94116,4,Sunset/Parkside,"(37.733969056982225, -122.49554449346512)"
B170630,3/10/17,4/26/17,10000,FALSE,FALSE,2,100 Block of Buena Vista Terrace,94117,8,Castro/Upper Market,"(37.766922802185555, -122.43810789351438)"
B170632,3/13/17,5/23/17,35000,FALSE,FALSE,4,700 Block of Rolph Street,94112,11,Excelsior,"(37.71185511621493, -122.43100101899225)"
B170633,3/13/17,6/9/17,9782.26,FALSE,FALSE,2,200 Block of Whitney Street,94131,8,Glen Park,"(37.738014884041945, -122.42730045387236)"
B170659,3/20/17,7/6/17,17473.21,FALSE,FALSE,2,1700 Block of Vallejo Street,94123,2,Pacific Heights,"(37.796322545940704, -122.42606034408674)"
B170660,3/20/17,5/8/17,15000,FALSE,FALSE,2,2400 Block of 22nd Avenue,94116,4,Sunset/Parkside,"(37.7419788547491, -122.47877052218162)"
B170734,3/20/17,6/27/17,30000,FALSE,FALSE,3,500 Block of Rolph Street,94112,11,Excelsior,"(37.71198211399383, -122.43300488404333)"
B170736,3/21/17,7/28/17,40000,FALSE,FALSE,4,2600 Block of Greenwich Street,94123,2,Marina,"(37.79795143485226, -122.44329215840501)"
B170754,3/22/17,8/4/17,42000,FALSE,TRUE,4,3300 Block of 19th Street,94110,9,Mission,"(37.760388813065546, -122.41757721483012)"
B170758,2/27/17,4/19/18,13619.73,FALSE,TRUE,1,1900 Block of San Jose Avenue,94112,11,Outer Mission,"(37.725359913520364, -122.4426690879814)"
B170765,3/24/17,8/22/17,34000,FALSE,TRUE,1,2600 Block of Lyon Street,94123,2,Presidio,"(37.795166946311554, -122.44686808831294)"
B170821,3/27/17,6/5/17,40000,FALSE,FALSE,2,0 Block of Hill Street,94110,8,Mission,"(37.756091162673115, -122.4221330709865)"
B170822,3/27/17,6/5/17,62600,FALSE,FALSE,1,0 Block of Hill Street,94110,8,Mission,"(37.756091162673115, -122.4221330709865)"
B170830,3/28/17,2/16/18,62250,FALSE,FALSE,2,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268011, -122.40827072460648)"
B170831,3/28/17,2/16/18,62250,FALSE,FALSE,1,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268011, -122.40827072460648)"
B170842,3/28/17,12/18/17,60000,FALSE,TRUE,1,100 Block of Ellis Street,94102,3,Tenderloin,"(37.78549414268011, -122.40827072460648)"
B170853,3/28/17,10/13/17,35000,FALSE,FALSE,1,700 Block of Duboce Avenue,94117,8,Haight Ashbury,"(37.76914089075874, -122.43534904160097)"
B170855,3/28/17,3/28/17,55000,FALSE,TRUE,1,2200 Block of Clement Street,94121,1,Outer Richmond,"(37.78204435056333, -122.48326578535983)"
B170868,3/31/17,6/2/17,40000,FALSE,FALSE,2,700 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.73292464653632, -122.416428558162)"
B170870,4/4/17,9/20/17,64000,FALSE,FALSE,3,500 Block of Naples Street,94112,11,Excelsior,"(37.720105430381324, -122.43185435703286)"
B170871,4/5/17,7/28/17,59055,FALSE,FALSE,2,200 Block of Upper Terrace,94117,8,Castro/Upper Market,"(37.76285496553959, -122.44506921618203)"
B170929,4/5/17,5/26/17,0,FALSE,FALSE,2,1800 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.75254630476204, -122.4936223634477)"
B170930,4/5/17,8/9/17,18785,FALSE,FALSE,1,0 Block of Forest Knolls Drive,94131,7,Inner Sunset,"(37.75634211676148, -122.45484118805216)"
B170997,4/11/17,11/3/17,20000,FALSE,TRUE,1,500 Block of Pennsylvania Avenue,94107,10,Potrero Hill,"(37.75892222373064, -122.39331266768383)"
B170998,4/12/17,8/11/17,167000,FALSE,FALSE,4,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674454, -122.44229944730586)"
B171009,4/14/17,6/30/17,40000,FALSE,FALSE,2,100 Block of Ellert Street,94110,9,Bernal Heights,"(37.73841125596938, -122.41719914654512)"
B171011,4/14/17,12/11/17,60000,FALSE,FALSE,1,1100 Block of Leavenworth Street,94109,3,Nob Hill,"(37.79138283735057, -122.41571554927715)"
B171018,4/17/17,6/5/17,21540,FALSE,TRUE,1,4100 Block of 25th Street,94114,8,Noe Valley,"(37.74981756764172, -122.43282827265746)"
B171020,4/19/17,8/11/17,29446,FALSE,FALSE,1,100 Block of Masonic Avenue,94118,1,Lone Mountain/USF,"(37.780598275502264, -122.44756406277217)"
B171022,4/18/17,8/7/17,3550,FALSE,FALSE,2,600 Block of Douglass Street,94114,8,Noe Valley,"(37.75382705474817, -122.43881090955546)"
B171030,4/20/17,5/10/17,78091.95,FALSE,FALSE,1,2100 Block of Mason Street,94133,3,North Beach,"(37.8033031859607, -122.41306020756791)"
B171089,4/21/17,4/21/17,10000,FALSE,FALSE,1,600 Block of Octavia Street,94102,5,Hayes Valley,"(37.778313601789115, -122.4248827168687)"
B171090,4/21/17,6/5/17,29050,FALSE,FALSE,2,200 Block of Wilde Avenue,94134,10,Visitacion Valley,"(37.71624111455847, -122.40161921233279)"
B171095,4/24/17,6/21/17,23867.22,FALSE,FALSE,2,2700 Block of 43rd Avenue,94116,4,Sunset/Parkside,"(37.73575678860747, -122.50090697881512)"
B171101,4/25/17,6/29/17,10000,FALSE,FALSE,1,2300 Block of 44th Avenue,94116,4,Sunset/Parkside,"(37.74280270523902, -122.5024736248122)"
B171102,4/25/17,7/21/17,50000,FALSE,TRUE,2,2800 Block of 19th Street,94110,9,Mission,"(37.760401588912885, -122.41047435917237)"
B171107,4/27/17,6/28/17,24000,FALSE,FALSE,2,400 Block of 15th Avenue,94118,1,Outer Richmond,"(37.77961757402667, -122.47383862666247)"
B171108,4/27/17,7/31/17,30000,FALSE,FALSE,1,1200 Block of Lombard Street,94109,2,Russian Hill,"(37.80160394674996, -122.42206917193165)"
B171112,4/27/17,6/26/17,10000,FALSE,FALSE,1,1500 Block of 48th Avenue,94122,4,Sunset/Parkside,"(37.757529258880304, -122.5079396514707)"
B171116,4/28/17,7/31/17,50000,FALSE,FALSE,3,1400 Block of Valencia Street,94110,8,Mission,"(37.74970201105887, -122.42049933452607)"
B171122,5/1/17,5/22/17,17062,FALSE,FALSE,2,300 Block of Marietta Drive,94127,7,West of Twin Peaks,"(37.73816924250961, -122.44484904278386)"
B171123,5/1/17,7/12/17,26000,FALSE,FALSE,3,500 Block of 40th Avenue,94121,1,Outer Richmond,"(37.778389513156526, -122.50080030507193)"
B171149,5/3/17,7/31/17,50000,FALSE,FALSE,3,800 Block of 27th Avenue,94121,1,Outer Richmond,"(37.77340203657651, -122.4864704371047)"
B171150,5/3/17,9/11/17,51375,FALSE,FALSE,3,100 Block of 19th Avenue,94121,1,Outer Richmond,"(37.785099470135705, -122.4787152980183)"
B171152,5/3/17,11/6/17,70000,FALSE,FALSE,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)"
B171153,5/3/17,11/13/17,150000,FALSE,FALSE,3,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)"
B171154,5/3/17,11/6/17,55000,FALSE,FALSE,1,1300 Block of Grove Street,94117,5,Hayes Valley,"(37.77587373678201, -122.43883411656462)"
B171168,5/5/17,7/25/17,100000,FALSE,TRUE,4,2800 Block of 21st Street,94110,9,Mission,"(37.757566584782175, -122.41098066817169)"
B171228,5/9/17,12/15/17,94000,FALSE,TRUE,4,1800 Block of Jefferson Street,94123,2,Marina,"(37.804689651156785, -122.44294787217014)"
B171244,5/10/17,8/7/17,155000,FALSE,TRUE,2,3500 Block of 20th Street,94110,9,Mission,"(37.75846684846075, -122.42088403210862)"
B171249,5/12/17,8/22/17,44031,FALSE,FALSE,4,300 Block of Rolph Street,94112,11,Excelsior,"(37.71316042988817, -122.43563308574412)"
B171330,,5/16/17,15707,FALSE,FALSE,2,2000 Block of Rivera Street,94116,4,Sunset/Parkside,"(37.74618112706852, -122.48826746885499)"
B171335,5/18/17,8/21/17,25000,FALSE,FALSE,1,500 Block of 4th Street,94107,6,South of Market,"(37.77931170708506, -122.39784956079109)"
B171349,5/19/17,7/24/17,87500,FALSE,TRUE,3,600 Block of San Jose Avenue,94110,8,Bernal Heights,"(37.745939029038226, -122.42180518932565)"
B171350,,5/19/17,2500,FALSE,FALSE,1,300 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.75732245330302, -122.42905196867623)"
B171365,,5/22/17,57500,FALSE,FALSE,1,500 Block of Fell Street,94102,5,Hayes Valley,"(37.77547518479845, -122.42690797967896)"
B171366,5/23/17,7/31/17,24000,FALSE,FALSE,1,1600 Block of Clay Street,94109,3,Nob Hill,"(37.7924339343832, -122.42021638590492)"
B171395,5/26/17,6/13/17,15500,FALSE,FALSE,1,0 Block of Burlwood Drive,94127,7,West of Twin Peaks,"(37.734848865193506, -122.4542827345587)"
B171398,5/30/17,7/19/17,20000,FALSE,FALSE,1,100 Block of Baden Street,94131,7,West of Twin Peaks,"(37.73115828919322, -122.4398092138295)"
B171399,5/30/17,8/15/17,24000,FALSE,FALSE,1,100 Block of Wilson Street,94112,11,Outer Mission,"(37.70844885381462, -122.4603168452932)"
B171405,5/31/17,8/29/17,20000,FALSE,FALSE,4,400 Block of Austin Street,94109,5,Pacific Heights,"(37.78837791162814, -122.42613570201468)"
B171406,5/30/17,5/30/17,27219,FALSE,FALSE,3,1600 Block of 26th Avenue,94122,4,Sunset/Parkside,"(37.75670382309914, -122.48423838271981)"
B171408,6/1/17,8/2/17,40000,FALSE,FALSE,2,200 Block of Monterey Boulevard,94131,7,West of Twin Peaks,"(37.73168068236128, -122.44088441290504)"
B171442,,6/2/17,28000,FALSE,TRUE,4,600 Block of San Bruno Avenue,94107,10,Potrero Hill,"(37.76141900529665, -122.40522753706023)"
B171574,6/19/17,6/9/17,67000,FALSE,FALSE,1,200 Block of 30th Street,94131,8,Noe Valley,"(37.74224321787388, -122.4250286953415)"
B171578,6/13/17,8/11/17,25000,FALSE,FALSE,2,200 Block of Lily Street,94102,5,Hayes Valley,"(37.77428849232844, -122.42500772980335)"
B171584,,6/14/17,60000,FALSE,TRUE,1,1600 Block of Lombard Street,94123,2,Marina,"(37.80066592248804, -122.42862451207505)"
B171594,,6/16/17,17261.08,FALSE,TRUE,1,1300 Block of Lombard Street,94109,2,Russian Hill,"(37.80150536434447, -122.4237385576182)"
B171597,,6/16/17,37500,FALSE,FALSE,5,100 Block of Farallones Street,94112,11,Oceanview/Merced/Ingleside,"(37.71401111611438, -122.45754777679693)"
B171651,6/21/17,8/21/17,68000,FALSE,FALSE,2,0 Block of 12th Avenue,94118,2,Inner Richmond,"(37.78654166447387, -122.47105642355123)"
B171682,6/22/17,8/24/17,18800,FALSE,FALSE,2,1900 Block of 34th Avenue,94116,4,Sunset/Parkside,"(37.75072817056594, -122.49242025781807)"
