,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1327,37.772065,-122.404452,1,rooftop,875,Brannan St,San Francisco,CA,San Francisco County,94103
1328,37.779688,-122.493297,1,nearest_street,500,33rd Ave,San Francisco,CA,San Francisco County,94121
1333,37.789511,-122.41541,1,rooftop,920,Leavenworth St,San Francisco,CA,San Francisco County,94109
1334,37.760693,-122.467266,1,rooftop,1479,10th Ave,San Francisco,CA,San Francisco County,94122
1342,37.785368,-122.422392,1,rooftop,1121,Geary Blvd,San Francisco,CA,San Francisco County,94109
1343,37.784139,-122.418485,1,rooftop,741,Ellis St,San Francisco,CA,San Francisco County,94109
1346,37.790836,-122.408925,1,rooftop,655,Powell St,San Francisco,CA,San Francisco County,94108
1348,37.789271,-122.417716,1,rooftop,1240,Bush St,San Francisco,CA,San Francisco County,94109
1349,37.766943,-122.428896,1,rooftop,210,Church St,San Francisco,CA,San Francisco County,94114
1356,37.782042,-122.468653,1,rooftop,337,10th Ave,San Francisco,CA,San Francisco County,94118
1357,37.789046,-122.417541,1,rooftop,1209,Bush St,San Francisco,CA,San Francisco County,94109
1358,37.762198,-122.465659,1,rooftop,326,Judah St,San Francisco,CA,San Francisco County,94122
1361,37.786424,-122.419846,1,rooftop,1037,Polk St,San Francisco,CA,San Francisco County,94109
1362,37.789046,-122.417541,1,rooftop,1209,Bush St,San Francisco,CA,San Francisco County,94109
1367,37.789016,-122.410242,1,nearest_street,600,Mason St,San Francisco,CA,San Francisco County,94108
1370,37.782258,-122.449368,1,rooftop,2824,Geary Blvd,San Francisco,CA,San Francisco County,94118
1373,37.782872,-122.413441,1,rooftop,256,Turk St,San Francisco,CA,San Francisco County,94102
1377,37.785034,-122.417115,1,rooftop,755,Ofarrell St,San Francisco,CA,San Francisco County,94109
1380,37.785896,-122.444299,1,rooftop,2852,Bush St,San Francisco,CA,San Francisco County,94115
1383,37.798762,-122.422337,1,nearest_street,1396,Union St,San Francisco,CA,San Francisco County,94109
1388,37.792089,-122.423366,1,rooftop,1830,Clay St,San Francisco,CA,San Francisco County,94109
1389,37.776333,-122.394035,1,nearest_street,301,King St,San Francisco,CA,San Francisco County,94158
1390,37.782477,-122.424108,1,nearest_street,1000,Eddy St,San Francisco,CA,San Francisco County,94109
1391,37.789046,-122.417541,1,rooftop,1209,Bush St,San Francisco,CA,San Francisco County,94109
1392,37.80384,-122.435035,1,rooftop,1695,N Point St,San Francisco,CA,San Francisco County,94123
1396,37.786424,-122.419846,1,rooftop,1037,Polk St,San Francisco,CA,San Francisco County,94109
1399,37.77164,-122.504544,1,nearest_street,6800,Fulton St,San Francisco,CA,San Francisco County,94121
1401,37.78591,-122.419604,1,rooftop,986,Polk St,San Francisco,CA,San Francisco County,94109
1403,37.75379,-122.41661,1,rooftop,3201,23rd St,San Francisco,CA,San Francisco County,94110
1405,37.787397,-122.423416,1,rooftop,1400,Franklin St,San Francisco,CA,San Francisco County,94109
1407,37.787397,-122.423416,1,rooftop,1400,Franklin St,San Francisco,CA,San Francisco County,94109
1410,37.7509,-122.4153,1,rooftop,3258,25th St,San Francisco,CA,San Francisco County,94110
1413,37.747345,-122.414834,1,nearest_street,252,Precita Ave,San Francisco,CA,San Francisco County,94110
1415,37.793223,-122.41447,1,nearest_street,1300,Clay St,San Francisco,CA,San Francisco County,94109
1416,37.754337,-122.405454,1,nearest_street,2600,23rd St,San Francisco,CA,San Francisco County,94110
1417,37.7999,-122.4342,1,rooftop,3130,Webster St,San Francisco,CA,San Francisco County,94123
1418,37.7999,-122.4342,1,rooftop,3130,Webster St,San Francisco,CA,San Francisco County,94123
1419,37.796063,-122.428538,1,nearest_street,2600,Octavia St,San Francisco,CA,San Francisco County,94123
1424,37.79689,-122.414501,1,nearest_street,1000,Broadway St,San Francisco,CA,San Francisco County,94133
1425,37.794321,-122.413011,1,nearest_street,1300,Taylor St,San Francisco,CA,San Francisco County,94108
1426,37.794415,-122.419936,1,rooftop,1801,Larkin St,San Francisco,CA,San Francisco County,94109
1427,37.786849,-122.442319,1,rooftop,2801,Pine St,San Francisco,CA,San Francisco County,94115
1428,37.7999,-122.4342,1,rooftop,3130,Webster St,San Francisco,CA,San Francisco County,94123
1429,37.741332,-122.472353,1,nearest_street,2500,16th Ave,San Francisco,CA,San Francisco County,94116
1431,37.79868,-122.415572,1,nearest_street,1900,Jones St,San Francisco,CA,San Francisco County,94133
1432,37.785582,-122.414617,1,nearest_street,500,Leavenworth St,San Francisco,CA,San Francisco County,94109
1436,37.74532,-122.419204,1,rooftop,38,Fair Ave,San Francisco,CA,San Francisco County,94110
1441,37.793223,-122.41447,1,nearest_street,1300,Clay St,San Francisco,CA,San Francisco County,94109
1442,37.77534,-122.423846,1,rooftop,273,Hickory St,San Francisco,CA,San Francisco County,94102
1444,37.797588,-122.431566,1,rooftop,1959,Union St,San Francisco,CA,San Francisco County,94123
1445,37.754014,-122.443013,1,nearest_street,702,Corbett Ave,San Francisco,CA,San Francisco County,94131
1446,37.8002,-122.4091,1,rooftop,1560,Stockton St,San Francisco,CA,San Francisco County,94133
1447,37.752796,-122.40913,1,nearest_street,2850,24th St,San Francisco,CA,San Francisco County,94110
1448,37.792472,-122.434558,1,nearest_street,2400,Jackson St,San Francisco,CA,San Francisco County,94115
1451,37.777507,-122.433085,1,rooftop,898,Steiner St,San Francisco,CA,San Francisco County,94117
1452,37.802411,-122.44334,1,rooftop,3544,Divisadero St,San Francisco,CA,San Francisco County,94123
1456,37.752869,-122.401471,1,rooftop,1324,Rhode Island St,San Francisco,CA,San Francisco County,94107
1457,37.792089,-122.423366,1,rooftop,1830,Clay St,San Francisco,CA,San Francisco County,94109
1458,37.791038,-122.409379,1,rooftop,821,Pine St,San Francisco,CA,San Francisco County,94108
1462,37.762522,-122.436898,1,rooftop,4068,17th St,San Francisco,CA,San Francisco County,94114
1463,37.76912,-122.420204,1,rooftop,1754,Mission St,San Francisco,CA,San Francisco County,94103
1467,37.778017,-122.409337,1,rooftop,1098,Howard St,San Francisco,CA,San Francisco County,94103
1468,37.79868,-122.415572,1,nearest_street,1900,Jones St,San Francisco,CA,San Francisco County,94133
1469,37.763672,-122.388793,1,rooftop,2030,3rd St,San Francisco,CA,San Francisco County,94107
1470,37.775873,-122.408947,1,nearest_street,1148,Folsom St,San Francisco,CA,San Francisco County,94103
1471,37.758722,-122.446021,1,nearest_street,400,Corbett Ave,San Francisco,CA,San Francisco County,94114
1473,37.79468,-122.413487,1,rooftop,1329,Taylor St,San Francisco,CA,San Francisco County,94108
1474,37.794596,-122.414968,1,rooftop,1447,Jones St,San Francisco,CA,San Francisco County,94109
1475,37.793483,-122.408037,1,rooftop,829,Stockton St,San Francisco,CA,San Francisco County,94108
1479,37.7587,-122.433,1,rooftop,618,Noe St,San Francisco,CA,San Francisco County,94114
1481,37.723315,-122.474289,1,rooftop,87,Denslowe Dr,San Francisco,CA,San Francisco County,94132
1483,37.798112,-122.442468,1,nearest_street,3100,Divisadero St,San Francisco,CA,San Francisco County,94123
1484,37.72495,-122.461211,1,nearest_street,1801,Ocean Ave,San Francisco,CA,San Francisco County,94112
1485,37.752241,-122.421813,1,rooftop,3502,24th St,San Francisco,CA,San Francisco County,94110
1486,37.774762,-122.432114,1,rooftop,590,Steiner St,San Francisco,CA,San Francisco County,94117
1487,37.788378,-122.414732,1,rooftop,873,Sutter St,San Francisco,CA,San Francisco County,94109
1488,37.789955,-122.410399,1,rooftop,700,Mason St,San Francisco,CA,San Francisco County,94108
1490,37.776087,-122.468224,1,rooftop,656,10th Ave,San Francisco,CA,San Francisco County,94118
1492,37.778129,-122.4103,1,rooftop,612,Natoma St,San Francisco,CA,San Francisco County,94103
1493,37.796353,-122.426256,1,rooftop,1776,Vallejo St,San Francisco,CA,San Francisco County,94123
1495,37.736175,-122.425603,1,rooftop,45,Richland Ave,San Francisco,CA,San Francisco County,94110
1496,37.7309,-122.3886,1,rooftop,1516,Revere Ave,San Francisco,CA,San Francisco County,94124
1499,37.799765,-122.444516,1,nearest_street,2500,Chestnut St,San Francisco,CA,San Francisco County,94123
1501,37.783785,-122.39893,1,nearest_street,300,3rd St,San Francisco,CA,San Francisco County,94107
1502,37.759423,-122.432638,1,nearest_street,4000,19th St,San Francisco,CA,San Francisco County,94114
1503,37.768696,-122.446668,1,rooftop,715,Ashbury St,San Francisco,CA,San Francisco County,94117
1507,37.738658,-122.429315,1,rooftop,2,Everson St,San Francisco,CA,San Francisco County,94131
1508,37.77677,-122.496185,1,rooftop,642,36th Ave,San Francisco,CA,San Francisco County,94121
1509,37.705231,-122.408982,1,rooftop,3175,Geneva Ave,Daly City,CA,San Mateo County,94014
1510,37.7593,-122.4836,1,rooftop,2115,Kirkham St,San Francisco,CA,San Francisco County,94122
1513,37.775715,-122.497319,1,nearest_street,3600,Balboa St,San Francisco,CA,San Francisco County,94121
1515,37.786749,-122.414853,1,rooftop,696,Geary St,San Francisco,CA,San Francisco County,94109
1516,37.786749,-122.414853,1,rooftop,696,Geary St,San Francisco,CA,San Francisco County,94109
1519,37.801328,-122.407405,1,rooftop,17,Bob Kaufman Aly,San Francisco,CA,San Francisco County,94133
1522,37.792472,-122.434558,1,nearest_street,2400,Jackson St,San Francisco,CA,San Francisco County,94115
1531,37.793015,-122.444843,1,nearest_street,2900,Broadway St,San Francisco,CA,San Francisco County,94115
1532,37.803969,-122.435031,1,rooftop,1690,N Point St,San Francisco,CA,San Francisco County,94123
1538,37.799414,-122.417385,1,nearest_street,2000,Leavenworth St,San Francisco,CA,San Francisco County,94133
1539,37.7621,-122.3971,1,rooftop,331,Connecticut St,San Francisco,CA,San Francisco County,94107
1541,37.761436,-122.505133,1,rooftop,1337,45th Ave,San Francisco,CA,San Francisco County,94122
1546,37.763971,-122.467819,1,rooftop,925,Irving St,San Francisco,CA,San Francisco County,94122
1552,37.771429,-122.424061,1,rooftop,1834,Market St,San Francisco,CA,San Francisco County,94102
1553,37.788178,-122.416827,1,nearest_street,800,Hyde St,San Francisco,CA,San Francisco County,94109
1554,37.788135,-122.390319,1,nearest_street,400,Main St,San Francisco,CA,San Francisco County,94105
1555,37.788135,-122.390319,1,nearest_street,400,Main St,San Francisco,CA,San Francisco County,94105
1556,37.79072,-122.41875,1,rooftop,1499,California St,San Francisco,CA,San Francisco County,94109
1564,37.789701,-122.419853,1,rooftop,1465,Pine St,San Francisco,CA,San Francisco County,94109
1565,37.800705,-122.444636,1,rooftop,2390,Francisco St,San Francisco,CA,San Francisco County,94123
1568,37.776511,-122.458698,1,rooftop,749,Arguello Blvd,San Francisco,CA,San Francisco County,94118
1570,37.750545,-122.446446,1,rooftop,40,Crestline Dr,San Francisco,CA,San Francisco County,94131
1572,37.795373,-122.413387,1,rooftop,1100,Jackson St,San Francisco,CA,San Francisco County,94133
1574,37.76452,-122.478414,1,rooftop,1245,20th Ave,San Francisco,CA,San Francisco County,94122
1575,37.699789,-122.464683,1,rooftop,271,Miriam St,Daly City,CA,San Mateo County,94014
1576,37.665264,-122.463741,1,rooftop,359,Half Moon Ln,Daly City,CA,San Mateo County,94015
1578,37.7621,-122.3971,1,rooftop,331,Connecticut St,San Francisco,CA,San Francisco County,94107
1579,37.709949,-122.452262,1,rooftop,922,Huron Ave,San Francisco,CA,San Francisco County,94112
1580,37.798301,-122.403879,1,rooftop,1010,Montgomery St,San Francisco,CA,San Francisco County,94133
1582,37.765939,-122.426507,1,rooftop,225,Dolores St,San Francisco,CA,San Francisco County,94103
1583,37.777601,-122.452691,1,rooftop,2865,Turk Blvd,San Francisco,CA,San Francisco County,94118
1584,37.762208,-122.465441,1,rooftop,1391,8th Ave,San Francisco,CA,San Francisco County,94122
1591,37.783752,-122.389664,1,rooftop,200,Brannan St,San Francisco,CA,San Francisco County,94107
1592,37.787295,-122.392719,1,rooftop,350,Fremont St,San Francisco,CA,San Francisco County,94105
1593,37.759231,-122.423615,1,rooftop,744,Guerrero St,San Francisco,CA,San Francisco County,94110
1594,37.798442,-122.417456,1,rooftop,1907,Leavenworth St,San Francisco,CA,San Francisco County,94109
1601,37.787295,-122.392719,1,rooftop,350,Fremont St,San Francisco,CA,San Francisco County,94105
1605,37.792008,-122.431092,1,nearest_street,2400,Buchanan St,San Francisco,CA,San Francisco County,94115
1607,37.802411,-122.44334,1,rooftop,3544,Divisadero St,San Francisco,CA,San Francisco County,94123
1612,37.767045,-122.448021,1,rooftop,292,Frederick St,San Francisco,CA,San Francisco County,94117
1614,37.787295,-122.392719,1,rooftop,350,Fremont St,San Francisco,CA,San Francisco County,94105
1616,37.778841,-122.422615,1,rooftop,380,Fulton St,San Francisco,CA,San Francisco County,94102
1617,37.777018,-122.415696,1,rooftop,55,9th St,San Francisco,CA,San Francisco County,94103
1618,37.777018,-122.415696,1,rooftop,55,9th St,San Francisco,CA,San Francisco County,94103
1620,37.787295,-122.392719,1,rooftop,350,Fremont St,San Francisco,CA,San Francisco County,94105
1622,37.790978,-122.407076,1,rooftop,540,Stockton St,San Francisco,CA,San Francisco County,94108
1627,37.717168,-122.481561,1,rooftop,102,Bucareli Dr,San Francisco,CA,San Francisco County,94132
1628,37.766212,-122.427452,1,rooftop,1931,15th St,San Francisco,CA,San Francisco County,94114
1630,37.78591,-122.419604,1,rooftop,986,Polk St,San Francisco,CA,San Francisco County,94109
1631,37.796063,-122.428538,1,nearest_street,2600,Octavia St,San Francisco,CA,San Francisco County,94123
1633,37.747696,-122.427045,1,nearest_street,3900,Cesar Chavez St,San Francisco,CA,San Francisco County,94131
1637,37.783752,-122.447927,1,rooftop,2,Wood St,San Francisco,CA,San Francisco County,94118
1640,37.771817,-122.440554,1,rooftop,101,Baker St,San Francisco,CA,San Francisco County,94117
1642,37.788277,-122.416056,1,rooftop,952,Sutter St,San Francisco,CA,San Francisco County,94109
1646,37.801561,-122.424345,1,rooftop,2806,Van Ness Ave,San Francisco,CA,San Francisco County,94109
1648,37.787335,-122.415376,1,rooftop,645,Leavenworth St,San Francisco,CA,San Francisco County,94109
1649,37.784491,-122.45465,1,rooftop,89,Parker Ave,San Francisco,CA,San Francisco County,94118
1651,37.787188,-122.418302,1,rooftop,1002,Post St,San Francisco,CA,San Francisco County,94109
1652,37.7872,-122.415333,1,rooftop,645,Leavenworth St,San Francisco,CA,San Francisco County,94109
1653,37.790455,-122.407587,1,rooftop,618,Bush St,San Francisco,CA,San Francisco County,94108
1654,37.784741,-122.416406,1,rooftop,419,Hyde St,San Francisco,CA,San Francisco County,94109
1655,37.789383,-122.414876,1,rooftop,1086,Bush St,San Francisco,CA,San Francisco County,94109
1657,37.784491,-122.45465,1,rooftop,89,Parker Ave,San Francisco,CA,San Francisco County,94118
1658,37.7917,-122.4186,1,rooftop,1577,Sacramento St,San Francisco,CA,San Francisco County,94109
1659,37.788749,-122.415258,1,rooftop,821,Leavenworth St,San Francisco,CA,San Francisco County,94109
1660,37.789878,-122.411003,1,rooftop,815,Bush St,San Francisco,CA,San Francisco County,94108
1662,37.730783,-122.409582,1,rooftop,8,Somerset St,San Francisco,CA,San Francisco County,94134
1663,37.789646,-122.435539,1,rooftop,2160,Steiner St,San Francisco,CA,San Francisco County,94115
1664,37.793343,-122.417867,1,rooftop,1340,Hyde St,San Francisco,CA,San Francisco County,94109
1665,37.752729,-122.417397,1,rooftop,878,Capp St,San Francisco,CA,San Francisco County,94110
1666,37.8365,-122.2804,1,rooftop,4717,Salem St,Emeryville,CA,Alameda County,94608
1671,37.75796,-122.439622,1,nearest_street,30,Seward St,San Francisco,CA,San Francisco County,94114
1677,37.781398,-122.409245,1,nearest_street,55,6th St,San Francisco,CA,San Francisco County,94103
1681,37.785643,-122.444279,1,rooftop,2869,Bush St,San Francisco,CA,San Francisco County,94115
1686,37.796335,-122.400585,1,rooftop,555,Battery St,San Francisco,CA,San Francisco County,94111
1687,37.748285,-122.406502,1,rooftop,1534,Hampshire St,San Francisco,CA,San Francisco County,94110
1688,37.764166,-122.506191,1,nearest_street,4500,Lincoln Way,San Francisco,CA,San Francisco County,94122
1691,37.798324,-122.440798,1,nearest_street,3100,Scott St,San Francisco,CA,San Francisco County,94123
1692,37.7999,-122.4342,1,rooftop,3130,Webster St,San Francisco,CA,San Francisco County,94123
1694,37.801884,-122.43134,1,rooftop,3326,Laguna St,San Francisco,CA,San Francisco County,94123
1695,37.7999,-122.4342,1,rooftop,3130,Webster St,San Francisco,CA,San Francisco County,94123
1699,37.714674,-122.473316,1,rooftop,101,Font Blvd,San Francisco,CA,San Francisco County,94132
1701,37.789594,-122.413222,1,rooftop,985,Bush St,San Francisco,CA,San Francisco County,94109
1702,37.7917,-122.4186,1,rooftop,1577,Sacramento St,San Francisco,CA,San Francisco County,94109
1704,37.753968,-122.416413,1,nearest_street,1200,S Van Ness Ave,San Francisco,CA,San Francisco County,94110
1705,37.755957,-122.39881,1,rooftop,906,Wisconsin St,San Francisco,CA,San Francisco County,94107
1706,37.798506,-122.415303,1,rooftop,999,Green St,San Francisco,CA,San Francisco County,94133
1708,37.787395,-122.414024,1,rooftop,711,Post St,San Francisco,CA,San Francisco County,94109
1709,37.784251,-122.476875,1,rooftop,5515,California St,San Francisco,CA,San Francisco County,94121
1710,37.7917,-122.4186,1,rooftop,1577,Sacramento St,San Francisco,CA,San Francisco County,94109
1711,37.71409,-122.473226,1,rooftop,50,Chumasero Dr,San Francisco,CA,San Francisco County,94132
1712,37.782022,-122.470804,1,rooftop,331,12th Ave,San Francisco,CA,San Francisco County,94118
1713,37.787251,-122.415299,1,rooftop,645,Leavenworth St,San Francisco,CA,San Francisco County,94109
1714,37.745,-122.4383,1,rooftop,1422,Douglass St,San Francisco,CA,San Francisco County,94131
1717,37.748209,-122.444234,1,rooftop,172,Portola Dr,San Francisco,CA,San Francisco County,94131
1719,37.761809,-122.391858,1,rooftop,690,Indiana St,San Francisco,CA,San Francisco County,94107
1720,37.80316,-122.43252,1,rooftop,1598,Bay St,San Francisco,CA,San Francisco County,94123
1721,37.723347,-122.399652,1,rooftop,449,Paul Ave,San Francisco,CA,San Francisco County,94124
1723,37.771464,-122.432078,1,rooftop,237,Steiner St,San Francisco,CA,San Francisco County,94117
1725,37.719826,-122.483961,1,rooftop,350,Arballo Dr,San Francisco,CA,San Francisco County,94132
1798,37.2827,-121.8265,1,rooftop,413,El Cajon Dr,San Jose,CA,Santa Clara County,95111
1799,37.97245,-122.352098,1,rooftop,2805,12th St,San Pablo,CA,Contra Costa County,94806
1800,37.443506,-122.119807,1,rooftop,1000,Amarillo Ave,Palo Alto,CA,Santa Clara County,94303
1803,38.387342,-122.63039,1,rooftop,4328,Sonoma Mountain Rd,Santa Rosa,CA,Sonoma County,95404
1812,37.289912,-121.833219,1,rooftop,475,Sieber Ct,San Jose,CA,Santa Clara County,95111
1814,38.113289,-122.264214,1,nearest_street,500,Hichborn St,Vallejo,CA,Solano County,94590
1816,38.2403,-122.6777,0.99,rooftop,2827,Bodega Ave,Petaluma,CA,Sonoma County,94952
1817,37.6004,-122.402,1,rooftop,498,Lincoln Cir,Millbrae,CA,San Mateo County,94030
1819,37.7957,-122.2429,1,rooftop,2029,11th Ave,Oakland,CA,Alameda County,94606
1824,37.402436,-122.083572,1,rooftop,454,Poppy Pl,Mountain View,CA,Santa Clara County,94043
1825,37.2827,-121.8265,1,rooftop,413,El Cajon Dr,San Jose,CA,Santa Clara County,95111
1826,38.049542,-122.153303,1,nearest_street,900,E 3rd St,Benicia,CA,Solano County,94510
1828,37.679859,-121.722734,1,rooftop,5720,East Ave,Livermore,CA,Alameda County,94550
1829,37.737434,-122.144966,1,rooftop,456,Mitchell Ave,San Leandro,CA,Alameda County,94577
1831,37.441002,-122.125764,1,rooftop,938,Celia Dr,Palo Alto,CA,Santa Clara County,94303
1832,38.363313,-122.717198,1,rooftop,104,Wilfred Ave,Santa Rosa,CA,Sonoma County,95407
1833,37.7695,-121.5397,1,rooftop,716,Samantha St,Tracy,CA,San Joaquin County,95391
1834,37.7695,-121.5397,1,rooftop,716,Samantha St,Tracy,CA,San Joaquin County,95391
1836,37.850527,-122.277446,1,rooftop,1526,Woolsey St,Berkeley,CA,Alameda County,94703
1837,37.36994,-121.854965,1,rooftop,2304,Ashglen Way,San Jose,CA,Santa Clara County,95133
1838,37.90403,-122.50258,1,rooftop,215,Blackfield Dr,Belvedere-Tiburon,CA,Marin County,94920
1839,37.769706,-122.18533,1,rooftop,2634,64th Ave,Oakland,CA,Alameda County,94605
1840,37.7957,-122.2429,1,rooftop,2029,11th Ave,Oakland,CA,Alameda County,94606
1841,37.444966,-122.153614,1,rooftop,911,Cowper St,Palo Alto,CA,Santa Clara County,94301
1844,37.974784,-121.775508,1,rooftop,4458,Buckeye Way,Antioch,CA,Contra Costa County,94531
1845,37.789641,-122.22614,1,rooftop,2425,25th Ave,Oakland,CA,Alameda County,94601
1846,37.8084,-122.280235,1,rooftop,1416,Market St,Oakland,CA,Alameda County,94607
1849,37.319542,-122.01427,1,rooftop,10251,Miller Ave,Cupertino,CA,Santa Clara County,95014
1852,37.570096,-122.317496,1,rooftop,226,S Humboldt St,San Mateo,CA,San Mateo County,94401
1854,37.838765,-122.264337,1,rooftop,5308,Shattuck Ave,Oakland,CA,Alameda County,94609
1857,37.836446,-122.270076,1,rooftop,825,52nd St,Emeryville,CA,Alameda County,94608
1860,37.815706,-122.214954,1,rooftop,83,Selborne Dr,Oakland,CA,Alameda County,94611
1861,37.956981,-122.547286,1,rooftop,14,Maple Ave,Greenbrae,CA,Marin County,94904
1862,38.050916,-121.387424,1,rooftop,5727,Melones Way,Stockton,CA,San Joaquin County,95219
1864,37.78084,-121.546018,1,rooftop,195,W Charlene Ct,Tracy,CA,San Joaquin County,95391
1865,38.655299,-121.378278,1,rooftop,3643,Bellinger Ct,North Highlands,CA,Sacramento County,95660
1866,38.552651,-121.736599,1,rooftop,800,K St,Davis,CA,Yolo County,95616
1867,38.5816,-121.4944,1,rooftop,828,I St,Sacramento,CA,Sacramento County,95814
1868,38.6626,-121.4834,1,rooftop,5111,Carey Rd,Sacramento,CA,Sacramento County,95835
1869,38.4243,-121.437,1,rooftop,8905,Laguna Springs Way,Elk Grove,CA,Sacramento County,95758
1872,38.553253,-121.388849,1,rooftop,8515,Cliffwood Way,Sacramento,CA,Sacramento County,95826
1873,38.436212,-121.386074,1,nearest_street,8838,Staplehurst Way,Elk Grove,CA,Sacramento County,95624
1874,38.5816,-121.4944,1,rooftop,828,I St,Sacramento,CA,Sacramento County,95814
1875,38.7703,-121.3372,1,rooftop,1521,Michener Dr,Roseville,CA,Placer County,95747
1876,38.655299,-121.378278,1,rooftop,3643,Bellinger Ct,North Highlands,CA,Sacramento County,95660
1877,38.6157,-121.5053,1,rooftop,2788,Azevedo Dr,Sacramento,CA,Sacramento County,95833
1878,38.772438,-121.371889,1,rooftop,1080,Rothbury Ln,Roseville,CA,Placer County,95747
1879,37.2308,-120.5144,0.07,nearest_place,,,Merced,CA,Merced County,95340
1880,37.2983,-120.4649,1,rooftop,690,E 20th St,Merced,CA,Merced County,95340
1881,37.3302,-120.508,0.95,nearest_street,3500,Snelling Hwy,Merced,CA,Merced County,95348
1898,37.869116,-122.291751,1,rooftop,1106,University Ave,Berkeley,CA,Alameda County,94702
1900,37.869116,-122.291751,1,rooftop,1106,University Ave,Berkeley,CA,Alameda County,94702
1901,37.4676,-120.2793,0.1,nearest_place,,,Merced Falls,CA,Mariposa County,95369
1902,37.160607,-121.697885,1,rooftop,10735,Hale Ave,Morgan Hill,CA,Santa Clara County,95037
1903,37.8601,-122.4946,1,rooftop,103,Woodward Ave,Sausalito,CA,Marin County,94965
1904,38.237502,-122.64434,1,rooftop,320,Keller St,Petaluma,CA,Sonoma County,94952
1906,37.7695,-121.5397,1,rooftop,716,Samantha St,Tracy,CA,San Joaquin County,95391
1913,38.5091,-121.4935,0.99,rooftop,6512,Golf View Dr,Sacramento,CA,Sacramento County,95822
1914,38.626576,-121.436895,1,nearest_street,1300,Arcade Blvd,Sacramento,CA,Sacramento County,95815
1915,37.331474,-120.494011,1,rooftop,1266,Esplanade Dr,Merced,CA,Merced County,95348
1926,37.759651,-122.402475,1,rooftop,2105,20th St,San Francisco,CA,San Francisco County,94107
1927,37.790271,-122.415422,1,rooftop,946,Leavenworth St,San Francisco,CA,San Francisco County,94109
1933,37.786749,-122.414853,1,rooftop,696,Geary St,San Francisco,CA,San Francisco County,94109
1934,37.786749,-122.414853,1,rooftop,696,Geary St,San Francisco,CA,San Francisco County,94109
1935,37.7441,-122.4863,1,rooftop,2310,29th Ave,San Francisco,CA,San Francisco County,94116
1937,37.795153,-122.418231,1,rooftop,1551,Hyde St,San Francisco,CA,San Francisco County,94109
1940,37.710365,-122.390888,1,nearest_street,298,Executive Park Blvd,San Francisco,CA,San Francisco County,94134
1941,37.773545,-122.408789,1,rooftop,1200,Harrison St,San Francisco,CA,San Francisco County,94103
1944,37.710365,-122.390888,1,nearest_street,298,Executive Park Blvd,San Francisco,CA,San Francisco County,94134
1946,37.781665,-122.401614,1,rooftop,816,Folsom St,San Francisco,CA,San Francisco County,94103
1950,37.731668,-122.445489,1,rooftop,450,Monterey Blvd,San Francisco,CA,San Francisco County,94127
1951,37.710365,-122.390888,1,nearest_street,298,Executive Park Blvd,San Francisco,CA,San Francisco County,94134
1952,37.744882,-122.473517,1,rooftop,2300,17th Ave,San Francisco,CA,San Francisco County,94116
1953,37.7786,-122.4892,1,rooftop,567,29th Ave,San Francisco,CA,San Francisco County,94121
1959,37.793558,-122.419597,1,rooftop,1592,Washington St,San Francisco,CA,San Francisco County,94109
1960,37.785933,-122.392767,1,rooftop,489,Harrison St,San Francisco,CA,San Francisco County,94105
1965,37.787703,-122.391971,1,rooftop,388,Beale St,San Francisco,CA,San Francisco County,94105
1970,37.777457,-122.413158,1,nearest_street,100,8th St,San Francisco,CA,San Francisco County,94103
1974,37.790881,-122.410623,1,nearest_street,900,Pine St,San Francisco,CA,San Francisco County,94108
1976,37.804359,-122.437046,1,nearest_street,3700,Fillmore St,San Francisco,CA,San Francisco County,94123
1977,37.747902,-122.48691,1,rooftop,2111,29th Ave,San Francisco,CA,San Francisco County,94116
1980,37.773083,-122.391187,1,rooftop,590,Mission Rock St,San Francisco,CA,San Francisco County,94158
1982,37.798572,-122.425672,1,rooftop,2624,Franklin St,San Francisco,CA,San Francisco County,94123
1983,37.790881,-122.410623,1,nearest_street,900,Pine St,San Francisco,CA,San Francisco County,94108
1984,37.771804,-122.426621,1,rooftop,200,Buchanan St,San Francisco,CA,San Francisco County,94102
1986,37.78974,-122.412076,1,nearest_street,800,Taylor St,San Francisco,CA,San Francisco County,94108
1987,37.799414,-122.417385,1,nearest_street,2000,Leavenworth St,San Francisco,CA,San Francisco County,94133
1988,37.787424,-122.421154,1,rooftop,1285,Sutter St,San Francisco,CA,San Francisco County,94109
1990,37.772721,-122.391183,1,rooftop,1201,4th St,San Francisco,CA,San Francisco County,94158
1992,37.793432,-122.412829,1,nearest_street,1201,Taylor St,San Francisco,CA,San Francisco County,94133
1993,37.791927,-122.414209,1,rooftop,1111,Jones St,San Francisco,CA,San Francisco County,94109
1998,37.785075,-122.41114,1,nearest_street,300,Taylor St,San Francisco,CA,San Francisco County,94102
1999,37.788169,-122.411755,1,nearest_street,621,Taylor St,San Francisco,CA,San Francisco County,94102
2001,37.788388,-122.415185,1,nearest_street,800,Leavenworth St,San Francisco,CA,San Francisco County,94109
2002,37.341912,-121.983047,1,rooftop,900,Pepper Tree Ln,Santa Clara,CA,Santa Clara County,95051
2005,37.788787,-122.42706,1,nearest_street,1800,Octavia St,San Francisco,CA,San Francisco County,94109
2006,37.793472,-122.43376,1,rooftop,2335,Pacific Ave,San Francisco,CA,San Francisco County,94115
